time,PWM0,PWM1,PWM2,PWM3,ActivationTime
3.145000,38163,38865,38187,38161,0.016863
3.150000,38138,38772,38255,38318,0.017337
3.155000,38097,38867,38201,38076,0.020146
3.160000,37850,38762,38455,38354,0.016836
3.165000,38293,38803,37951,38176,0.017015
3.170000,38020,38853,38370,38277,0.016859
3.175000,38324,38904,37976,38137,0.017287
3.180000,38004,38654,38508,38357,0.016907
3.185000,38170,39087,37938,38029,0.016924
3.190000,38063,38677,38436,38358,0.016972
3.195000,38148,38948,38145,38184,0.016753
3.200000,38147,38922,38148,38088,0.017005
3.205000,38151,38820,38140,38248,0.016756
3.210000,38178,38693,38297,38435,0.016783
3.215000,38316,38944,38032,38026,0.016741
3.220000,38039,38778,38414,38409,0.016618
3.225000,38123,38962,38112,38211,0.016653
3.230000,38262,38874,38155,38256,0.016861
3.235000,38163,38988,38055,38074,0.016749
3.240000,38127,38692,38407,38365,0.017839
3.245000,38190,39004,38043,38046,0.016895
3.250000,38084,38732,38366,38357,0.016906
3.255000,38234,38944,38131,38144,0.016799
3.260000,38135,38837,38260,38346,0.016698
3.265000,38186,38953,38113,38202,0.016773
3.270000,38016,38644,38558,38550,0.016822
3.275000,38357,39136,37938,37730,0.016867
3.280000,38018,38786,38344,38330,0.017243
3.285000,38180,38903,38166,38277,0.016871
3.290000,38232,38657,38231,38516,0.016836
3.295000,38238,38962,38061,38161,0.016656
3.300000,38233,38786,38261,38275,0.016894
3.305000,38203,38872,38214,38242,0.016915
3.310000,38221,38887,38200,38194,0.016557
3.315000,38152,38814,38274,38293,0.017527
3.320000,38056,38938,38237,38336,0.017137
3.325000,38226,38870,38225,38136,0.016760
3.330000,38115,38935,38201,38265,0.016565
3.335000,38219,38788,38289,38377,0.016690
3.340000,38074,38905,38352,38255,0.016786
3.345000,38341,38930,38010,38122,0.016776
3.350000,38152,38669,38406,38683,0.016769
3.355000,38330,39083,38011,38018,0.017020
3.360000,38094,38903,38335,38311,0.016996
3.365000,38196,38962,38223,38233,0.016695
3.370000,38226,38865,38224,38198,0.016873
3.375000,38173,38948,38196,38211,0.016521
3.380000,38173,38673,38431,38316,0.016868
3.385000,38173,38982,38229,38315,0.016808
3.390000,38254,38943,38137,38192,0.016780
3.395000,38195,38841,38330,38352,0.016666
3.400000,38262,39018,38105,38297,0.016655
3.405000,38127,38951,38292,38272,0.016957
3.410000,38340,38891,38136,38196,0.016941
3.415000,38195,38776,38366,38322,0.016912
3.420000,38178,38749,38349,38474,0.016957
3.425000,38234,38948,38189,38263,0.017137
3.430000,38190,38861,38265,38332,0.016819
3.435000,38081,38816,38449,38525,0.016813
3.440000,38325,39035,38139,38091,0.019522
3.445000,38246,38804,38237,38280,0.016889
3.450000,38302,38826,38185,38344,0.016818
3.455000,38078,38727,38439,38574,0.016666
3.460000,38366,39017,38004,38152,0.016956
3.465000,38215,38804,38200,38324,0.016560
3.470000,38270,38760,38273,38340,0.016859
3.475000,38224,38953,38258,38185,0.016723
3.480000,38157,38842,38390,38324,0.016942
3.485000,38237,38881,38200,38330,0.017091
3.490000,38137,38745,38427,38551,0.016565
3.495000,38360,38783,38162,38536,0.016794
3.500000,38346,39136,38053,38086,0.016789
3.505000,38154,38970,38360,38324,0.016993
3.510000,38250,38852,38307,38383,0.016878
3.515000,38326,38872,38235,38344,0.016735
3.520000,38233,38741,38249,38521,0.016778
3.525000,38330,38851,38261,38182,0.016735
3.530000,38138,39011,38175,38256,0.016948
3.535000,38116,38749,38439,38545,0.017506
3.540000,38412,38825,38186,38362,0.016728
3.545000,38339,38917,38199,38201,0.016738
3.550000,38053,38963,38387,38347,0.016921
3.555000,38342,38742,38286,38520,0.016683
3.560000,38135,39011,38288,38311,0.016948
3.565000,38466,38843,38036,38368,0.016987
3.570000,38186,38890,38402,38326,0.016855
3.575000,38307,38811,38347,38386,0.016725
3.580000,38297,38805,38283,38486,0.016883
3.585000,38342,38885,38166,38388,0.016665
3.590000,38309,38968,38197,38275,0.016780
3.595000,38373,38904,38124,38309,0.017173
3.600000,38118,38949,38302,38384,0.016989
3.605000,38413,38880,38166,38385,0.016765
3.610000,38302,38906,38303,38301,0.016562
3.615000,38232,38634,38436,38763,0.016897
3.620000,38401,39186,38043,37921,0.016897
3.625000,38148,38746,38467,38520,0.016780
3.630000,38384,38743,38266,38550,0.016789
3.635000,38399,38984,38031,38302,0.016881
3.640000,38235,38734,38450,38463,0.016973
3.645000,38224,38901,38383,38391,0.016823
3.650000,38223,38940,38210,38472,0.016919
3.655000,38362,38870,38195,38386,0.016812
3.660000,38288,38738,38389,38504,0.016766
3.665000,38222,39070,38180,38289,0.017049
3.670000,38304,38760,38329,38384,0.016829
3.675000,38396,38764,38204,38548,0.016997
3.680000,38274,38822,38363,38279,0.016859
3.685000,38163,38883,38384,38572,0.016612
3.690000,38422,38894,38130,38557,0.016906
3.695000,38341,38908,38314,38321,0.016893
3.700000,38407,38879,38229,38363,0.018259
3.705000,38194,38797,38457,38454,0.017981
3.710000,38292,38904,38272,38542,0.017068
3.715000,38437,38926,38160,38373,0.017018
3.720000,38232,38948,38300,38419,0.017169
3.725000,38226,38906,38427,38274,0.020660
3.730000,38337,38848,38221,38477,0.016870
3.735000,38333,38816,38317,38429,0.016945
3.740000,38178,38670,38496,38649,0.017008
3.745000,38425,38870,38151,38373,0.016887
3.750000,38277,38965,38265,38328,0.016743
3.755000,38294,38717,38420,38565,0.016897
3.760000,38392,38810,38294,38529,0.016911
3.765000,38360,39072,38109,38237,0.017275
3.770000,38257,38714,38527,38537,0.016950
3.775000,38248,38962,38302,38438,0.017179
3.780000,38457,38828,38191,38544,0.017693
3.785000,38383,38907,38219,38357,0.017537
3.790000,38150,38719,38573,38486,0.016869
3.795000,38312,38992,38202,38325,0.016826
3.800000,38179,38683,38535,38751,0.017114
3.805000,38469,38914,38155,38463,0.016608
3.810000,38180,38852,38520,38397,0.016802
3.815000,38333,38906,38288,38389,0.016844
3.820000,38234,38657,38501,38732,0.018586
3.825000,38273,39035,38180,38351,0.016889
3.830000,38367,38746,38453,38480,0.016530
3.835000,38219,38890,38285,38487,0.017068
3.840000,38381,38902,38216,38352,0.016870
3.845000,38174,38786,38528,38491,0.017238
3.850000,38453,38877,38209,38428,0.018497
3.855000,38305,38933,38207,38390,0.018429
3.860000,38285,38686,38483,38772,0.017002
3.865000,38346,38986,38326,38296,0.018402
3.870000,38353,38865,38306,38498,0.016853
3.875000,38265,38865,38367,38475,0.018897
3.880000,38254,38658,38512,38716,0.017988
3.885000,38405,39047,38137,38342,0.018386
3.890000,38269,38799,38504,38549,0.018803
3.895000,38301,38975,38249,38342,0.016914
3.900000,38216,38686,38558,38548,0.016967
3.905000,38386,38754,38370,38646,0.016871
3.910000,38306,38828,38428,38584,0.016989
3.915000,38375,39016,38229,38387,0.017026
3.920000,38335,38858,38392,38419,0.017117
3.925000,38304,38812,38317,38520,0.017197
3.930000,38160,38926,38388,38450,0.017405
3.935000,38385,38781,38358,38406,0.017121
3.940000,38213,38637,38628,38765,0.017309
3.945000,38416,39003,38181,38492,0.016769
3.950000,38381,38837,38307,38426,0.018422
3.955000,38293,38834,38421,38580,0.017019
3.960000,38229,38941,38399,38405,0.016826
3.965000,38342,38834,38394,38417,0.017234
3.970000,38197,38802,38479,38537,0.017260
3.975000,38399,38839,38318,38495,0.017307
3.980000,38264,38991,38320,38332,0.016988
3.985000,38264,38782,38477,38578,0.017225
3.990000,38362,38916,38315,38355,0.016954
3.995000,38115,38846,38565,38584,0.017094
4.000000,38226,38753,38447,38742,0.016889
4.005000,38309,39131,38221,38266,0.020789
4.010000,38256,38615,38576,38722,0.017190
4.015000,38316,38844,38438,38445,0.017218
4.020000,38399,38899,38292,38392,0.016876
4.025000,38247,38895,38336,38413,0.017044
4.030000,38196,38860,38440,38626,0.017144
4.035000,38266,38849,38551,38517,0.017421
4.040000,38377,38946,38149,38488,0.017174
4.045000,38352,38891,38360,38399,0.016950
4.050000,38223,38901,38467,38344,0.017003
4.055000,38165,38746,38618,38719,0.016933
4.060000,38351,38828,38373,38683,0.016924
4.065000,38513,39053,38116,38323,0.016811
4.070000,38147,38804,38663,38606,0.017058
4.075000,38370,39015,38388,38302,0.017280
4.080000,38266,38873,38387,38632,0.016826
4.085000,38297,38821,38450,38532,0.016830
4.090000,38315,38967,38351,38348,0.016855
4.095000,38274,38706,38580,38597,0.016837
4.100000,38300,38796,38457,38602,0.036237
4.105000,38280,38987,38413,38457,0.017177
4.110000,38170,38950,38502,38433,0.017232
4.115000,38341,38842,38381,38554,0.016958
4.120000,38309,38866,38402,38494,0.016779
4.125000,38378,39144,38125,38144,0.017240
4.130000,38094,38664,38691,38707,0.017417
4.135000,38425,38958,38256,38500,0.016908
4.140000,38300,38814,38392,38604,0.016829
4.145000,38313,39074,38357,38192,0.017344
4.150000,38150,38914,38571,38499,0.017064
4.155000,38292,38967,38341,38519,0.016822
4.160000,38416,38863,38357,38347,0.016874
4.165000,38214,38914,38458,38547,0.016753
4.170000,38265,38963,38344,38385,0.016979
4.175000,38212,38836,38533,38650,0.016909
4.180000,38307,38872,38454,38582,0.016926
4.185000,38310,38908,38353,38350,0.016889
4.190000,38254,38901,38458,38485,0.016782
4.195000,38236,38964,38376,38468,0.016762
4.200000,38359,38903,38375,38524,0.017021
4.205000,38306,38960,38387,38347,0.017078
4.210000,38274,38886,38495,38368,0.016860
4.215000,38215,38870,38396,38475,0.016880
4.220000,38279,38861,38372,38516,0.016856
4.225000,38312,38853,38511,38504,0.017895
4.230000,38316,39047,38314,38366,0.016716
4.235000,38245,38903,38459,38435,0.016795
4.240000,38328,38838,38282,38516,0.017138
4.245000,38176,38912,38509,38494,0.016755
4.250000,38355,38966,38334,38363,0.016841
4.255000,38179,38695,38627,38670,0.016918
4.260000,38412,38874,38373,38565,0.017063
4.265000,38273,39014,38312,38487,0.017118
4.270000,38213,39015,38455,38385,0.016832
4.275000,38280,38862,38474,38444,0.016830
4.280000,38319,38914,38391,38536,0.016927
4.285000,38355,39206,38118,38207,0.019837
4.290000,38181,38853,38612,38406,0.016931
4.295000,38313,38798,38445,38659,0.016786
4.300000,38409,38903,38371,38425,0.016950
4.305000,38214,39004,38442,38380,0.016833
4.310000,38323,39101,38342,38404,0.017089
4.315000,38386,38903,38322,38442,0.016719
4.320000,38171,38715,38673,38727,0.016887
4.325000,38306,39140,38155,38221,0.016695
4.330000,38244,38783,38516,38612,0.016677
4.335000,38313,39028,38438,38319,0.016697
4.340000,38224,38881,38537,38561,0.016780
4.345000,38245,38964,38400,38406,0.016646
4.350000,38318,38851,38356,38659,0.016826
4.355000,38369,39090,38312,38238,0.016900
4.360000,38254,38910,38573,38430,0.016810
4.365000,38271,38972,38429,38469,0.016683
4.370000,38291,38920,38390,38480,0.016814
4.375000,38282,38775,38625,38722,0.016887
4.380000,38444,39135,38259,38308,0.016727
4.385000,38279,39069,38376,38201,0.017054
4.390000,38255,38812,38565,38524,0.016732
4.395000,38253,38791,38524,38706,0.016834
4.400000,38218,39073,38516,38410,0.017699
4.405000,38314,38987,38430,38557,0.016817
4.410000,38214,39001,38442,38453,0.016693
4.415000,38427,38963,38358,38429,0.016841
4.420000,38263,38958,38427,38526,0.016790
4.425000,38297,39177,38331,38192,0.016868
4.430000,38248,38738,38544,38768,0.017007
4.435000,38421,39168,38207,38199,0.016867
4.440000,38189,38786,38655,38629,0.016837
4.445000,38480,38931,38354,38454,0.016701
4.450000,38292,39062,38387,38362,0.016919
4.455000,38308,38934,38464,38545,0.017323
4.460000,38322,39100,38370,38211,0.016727
4.465000,38282,38715,38672,38716,0.016745
4.470000,38368,39031,38284,38444,0.016687
4.475000,38251,39028,38407,38376,0.016807
4.480000,38207,39033,38422,38495,0.016871
4.485000,38427,38958,38342,38406,0.016618
4.490000,38246,39075,38381,38335,0.016842
4.495000,38398,38856,38391,38510,0.016632
4.500000,38323,39089,38394,38433,0.016648
4.505000,38307,39118,38366,38073,0.016793
4.510000,37974,38795,38789,38727,0.017034
4.515000,38587,39071,38165,38438,0.016847
4.520000,38253,39024,38513,38565,0.017070
4.525000,38392,39118,38298,38365,0.016879
4.530000,38355,39049,38373,38287,0.017322
4.535000,38239,38888,38570,38532,0.017241
4.540000,38377,38858,38437,38647,0.017013
4.545000,38307,38916,38490,38562,0.016830
4.550000,38405,39143,38246,38214,0.016955
4.555000,38269,38914,38572,38534,0.016877
4.560000,38365,39050,38310,38505,0.016738
4.565000,38443,39038,38392,38296,0.016874
4.570000,38202,38893,38622,38544,0.016784
4.575000,38443,39004,38185,38463,0.018996
4.580000,38315,39020,38435,38506,0.016735
4.585000,38290,39005,38448,38451,0.016665
4.590000,38291,39014,38554,38374,0.017254
4.595000,38415,38999,38305,38536,0.016652
4.600000,38404,39110,38327,38381,0.016809
4.605000,38389,39090,38296,38318,0.016688
4.610000,38182,38932,38565,38485,0.016786
4.615000,38367,38975,38384,38464,0.016685
4.620000,38356,38833,38498,38623,0.016873
4.625000,38396,39037,38362,38384,0.016631
4.630000,38248,38964,38491,38641,0.016845
4.635000,38423,39056,38343,38367,0.016633
4.640000,38352,38932,38437,38478,0.016858
4.645000,38278,38910,38540,38675,0.016611
4.650000,38374,39342,38257,38023,0.017212
4.655000,38306,38763,38632,38645,0.016673
4.660000,38364,39120,38311,38475,0.016753
4.665000,38440,39004,38297,38388,0.016753
4.670000,38275,39005,38524,38480,0.016614
4.675000,38402,39045,38273,38458,0.016670
4.680000,38362,38883,38483,38430,0.016605
4.685000,38458,39014,38324,38342,0.016835
4.690000,38225,38913,38598,38710,0.016776
4.695000,38461,38991,38257,38487,0.016695
4.700000,38419,38992,38411,38418,0.016684
4.705000,38264,39062,38498,38310,0.016878
4.710000,38251,39018,38453,38623,0.016992
4.715000,38329,38959,38447,38583,0.016665
4.720000,38382,39098,38356,38236,0.016775
4.725000,38302,38959,38492,38556,0.016778
4.730000,38408,38934,38446,38458,0.016781
4.735000,38318,38866,38513,38811,0.017428
4.740000,38557,39146,38161,38290,0.016610
4.745000,38283,39027,38591,38403,0.016780
4.750000,38449,38882,38431,38592,0.016656
4.755000,38486,39144,38162,38262,0.016942
4.760000,38219,38941,38644,38567,0.016663
4.765000,38394,38923,38473,38715,0.016618
4.770000,38379,39210,38310,38219,0.016722
4.775000,38345,38835,38493,38648,0.016579
4.780000,38422,38915,38460,38639,0.017235
4.785000,38368,39093,38420,38397,0.016862
4.790000,38381,38990,38377,38494,0.016742
4.795000,38418,39020,38296,38503,0.016516
4.800000,38385,39027,38542,38395,0.016686
4.805000,38425,39040,38388,38455,0.016727
4.810000,38306,39057,38422,38540,0.016770
4.815000,38423,38916,38436,38528,0.016908
4.820000,38411,38941,38426,38506,0.016548
4.825000,38326,39025,38502,38380,0.016558
4.830000,38285,38976,38540,38556,0.016724
4.835000,38489,38939,38298,38562,0.016531
4.840000,38455,38968,38387,38631,0.016661
4.845000,38290,38909,38601,38599,0.016720
4.850000,38445,39115,38220,38352,0.016677
4.855000,38356,38928,38442,38566,0.016873
4.860000,38447,38825,38456,38624,0.016726
4.865000,38330,39115,38449,38404,0.018315
4.870000,38399,38984,38491,38360,0.016778
4.875000,38244,38806,38648,38722,0.016771
4.880000,38452,39135,38222,38293,0.016981
4.885000,38310,38665,38728,38804,0.016902
4.890000,38474,39176,38140,38465,0.016780
4.895000,38272,38979,38495,38533,0.017193
4.900000,38366,38902,38510,38712,0.016660
4.905000,38481,38980,38381,38377,0.017281
4.910000,38321,39036,38450,38393,0.016763
4.915000,38368,39035,38517,38432,0.016645
4.920000,38433,38882,38457,38698,0.016714
4.925000,38377,39113,38362,38277,0.017039
4.930000,38281,38790,38628,38875,0.016860
4.935000,38455,39006,38368,38447,0.016663
4.940000,38451,38871,38418,38562,0.016647
4.945000,38363,39026,38437,38410,0.016653
4.950000,38320,38800,38564,38769,0.016909
4.955000,38464,39059,38315,38478,0.016875
4.960000,38432,39095,38420,38373,0.016745
4.965000,38380,38829,38584,38721,0.016688
4.970000,38395,38989,38435,38617,0.016888
4.975000,38491,39027,38325,38414,0.016901
4.980000,38458,39145,38218,38322,0.016793
4.985000,38266,38899,38612,38486,0.016800
4.990000,38420,38797,38525,38708,0.016835
4.995000,38440,39062,38317,38521,0.016820
5.000000,38283,38833,38596,38755,0.016982
5.005000,38496,39030,38292,38571,0.016754
5.010000,38479,39076,38361,38268,0.016919
5.015000,38411,38716,38608,38741,0.016984
5.020000,38271,38976,38619,38561,0.016855
5.025000,38416,39057,38345,38581,0.016862
5.030000,38395,38930,38529,38513,0.016506
5.035000,38421,39020,38391,38412,0.016863
5.040000,38274,38892,38642,38679,0.016619
5.045000,38469,38942,38393,38639,0.017195
5.050000,38490,39054,38274,38460,0.016768
5.055000,38322,38929,38516,38693,0.017015
5.060000,38446,39032,38342,38459,0.016675
5.065000,38622,39035,38267,38294,0.016972
5.070000,38284,38934,38536,38554,0.016722
5.075000,38369,38868,38486,38668,0.016683
5.080000,38358,38898,38639,38643,0.016962
5.085000,38458,39004,38329,38579,0.017104
5.090000,38447,39022,38394,38498,0.016732
5.095000,38504,38765,38477,38730,0.016750
5.100000,38377,39088,38438,38405,0.016885
5.105000,38336,38954,38518,38568,0.016723
5.110000,38429,39062,38304,38354,0.016715
5.115000,38379,38772,38540,38694,0.016820
5.120000,38376,39012,38516,38528,0.016480
5.125000,38425,38858,38517,38727,0.016622
5.130000,38413,39043,38342,38500,0.016562
5.135000,38366,38820,38564,38760,0.016599
5.140000,38412,39058,38397,38270,0.016786
5.145000,38314,38853,38550,38517,0.016819
5.150000,38305,38906,38532,38673,0.017865
5.155000,38447,38938,38354,38530,0.016956
5.160000,38365,38950,38402,38661,0.017068
5.165000,38477,39016,38344,38458,0.016668
5.170000,38367,38851,38534,38740,0.016682
5.175000,38434,38883,38472,38612,0.017201
5.180000,38517,39043,38397,38314,0.016777
5.185000,38227,38918,38628,38676,0.016901
5.190000,38443,39144,38292,38173,0.017262
5.195000,38209,38765,38648,38884,0.016649
5.200000,38610,39051,38145,38428,0.016809
5.205000,38326,38898,38597,38582,0.016484
5.210000,38432,38793,38459,38638,0.016666
5.215000,38418,39052,38368,38488,0.016750
5.220000,38312,38905,38576,38554,0.016735
5.225000,38498,38779,38488,38791,0.016952
5.230000,38416,39019,38450,38583,0.016811
5.235000,38432,39046,38348,38458,0.016576
5.240000,38326,38738,38694,38662,0.016782
5.245000,38405,39074,38357,38457,0.017113
5.250000,38290,38778,38702,38734,0.016676
5.255000,38545,38954,38362,38606,0.016599
5.260000,38457,39097,38373,38311,0.016596
5.265000,38276,38898,38652,38654,0.016627
5.270000,38437,38900,38374,38734,0.016786
5.275000,38234,39035,38521,38413,0.016758
5.280000,38451,38838,38387,38650,0.016786
5.285000,38470,38957,38403,38392,0.016718
5.290000,38273,38922,38632,38598,0.016641
5.295000,38353,38758,38645,38763,0.016585
5.300000,38417,39125,38280,38454,0.016659
5.305000,38349,38832,38511,38617,0.016733
5.310000,38199,38870,38661,38674,0.016710
5.315000,38529,38917,38410,38469,0.016698
5.320000,38373,38849,38440,38679,0.016569
5.325000,38365,38973,38492,38496,0.016886
5.330000,38303,38873,38598,38634,0.016734
5.335000,38390,38934,38480,38508,0.016636
5.340000,38420,38777,38469,38658,0.016687
5.345000,38278,39076,38525,38428,0.016995
5.350000,38374,38776,38547,38800,0.016604
5.355000,38358,39223,38284,38230,0.017018
5.360000,38375,38907,38465,38586,0.016857
5.365000,38426,38800,38493,38586,0.016893
5.370000,38329,38981,38497,38495,0.017385
5.375000,38260,38837,38548,38735,0.016803
5.380000,38462,38913,38376,38556,0.016979
5.385000,38295,38981,38529,38401,0.016723
5.390000,38372,38831,38528,38637,0.016825
5.395000,38468,39116,38239,38233,0.016809
5.400000,38244,38754,38658,38874,0.016740
5.405000,38380,39072,38415,38476,0.016694
5.410000,38367,38872,38545,38603,0.016742
5.415000,38496,38986,38364,38503,0.016721
5.420000,38430,38856,38534,38588,0.016661
5.425000,38275,39030,38471,38555,0.016645
5.430000,38379,39019,38420,38569,0.016725
5.435000,38524,39144,38198,38305,0.017065
5.440000,38180,38753,38755,38793,0.018109
5.445000,38458,39090,38337,38509,0.017113
5.450000,38544,39055,38351,38253,0.016772
5.455000,38319,38926,38436,38549,0.016526
5.460000,38415,38886,38526,38358,0.016796
5.465000,38197,38860,38588,38704,0.016854
5.470000,38453,39070,38265,38495,0.017279
5.475000,38525,38935,38266,38457,0.017468
5.480000,38266,38925,38620,38694,0.016679
5.485000,38486,39084,38402,38250,0.016746
5.490000,38321,38891,38519,38500,0.017376
5.495000,38255,38725,38674,38900,0.016561
5.500000,38453,39133,38282,38315,0.016794
5.505000,38337,38932,38551,38534,0.016551
5.510000,38391,38901,38530,38654,0.016458
5.515000,38471,38869,38540,38604,0.016657
5.520000,38395,39101,38356,38468,0.016693
5.525000,38358,39113,38322,38411,0.016724
5.530000,38289,38879,38623,38546,0.016477
5.535000,38346,38918,38507,38523,0.016800
5.540000,38439,38959,38450,38472,0.016883
5.545000,38360,38893,38513,38660,0.016448
5.550000,38281,39038,38486,38651,0.016757
5.555000,38407,39006,38455,38444,0.016651
5.560000,38349,38935,38530,38561,0.016581
5.565000,38356,38962,38471,38521,0.016661
5.570000,38383,38917,38462,38495,0.016717
5.575000,38475,38897,38487,38450,0.016595
5.580000,38277,38977,38558,38532,0.016680
5.585000,38373,39045,38397,38443,0.016800
5.590000,38232,38797,38759,38773,0.016618
5.595000,38469,39128,38168,38409,0.016756
5.600000,38338,38874,38540,38607,0.016828
5.605000,38498,38823,38494,38739,0.016796
5.610000,38449,39053,38373,38333,0.016594
5.615000,38238,39123,38550,38399,0.016788
5.620000,38344,39054,38408,38391,0.016577
5.625000,38318,38804,38574,38709,0.016818
5.630000,38501,39013,38338,38476,0.016645
5.635000,38312,38897,38597,38529,0.016523
5.640000,38376,39024,38350,38554,0.016702
5.645000,38478,39019,38315,38514,0.016646
5.650000,38321,39064,38577,38429,0.016580
5.655000,38539,38954,38352,38368,0.016588
5.660000,38259,39000,38530,38488,0.016967
5.665000,38255,38968,38591,38657,0.016735
5.670000,38488,39090,38300,38392,0.017460
5.675000,38347,38991,38440,38371,0.017162
5.680000,38293,38857,38632,38725,0.016869
5.685000,38486,38927,38458,38455,0.016855
5.690000,38278,39113,38429,38471,0.016692
5.695000,38442,38987,38299,38532,0.016587
5.700000,38365,39055,38424,38405,0.016577
5.705000,38385,38890,38519,38643,0.016830
5.710000,38499,38938,38385,38621,0.016719
5.715000,38433,38998,38457,38394,0.016689
5.720000,38280,39167,38484,38327,0.016838
5.725000,38403,38901,38493,38487,0.016589
5.730000,38327,38999,38489,38557,0.018795
5.735000,38285,38902,38571,38595,0.017055
5.740000,38518,38945,38370,38542,0.016710
5.745000,38276,39101,38415,38385,0.016911
5.750000,38362,38763,38568,38774,0.016799
5.755000,38474,39185,38223,38308,0.016770
5.760000,38309,38980,38561,38383,0.017443
5.765000,38329,38853,38572,38713,0.016762
5.770000,38410,38999,38397,38451,0.016723
5.775000,38413,38934,38496,38482,0.016725
5.780000,38318,38837,38692,38773,0.016760
5.785000,38637,39190,38000,38343,0.016887
5.790000,38286,39094,38442,38504,0.016673
5.795000,38453,39014,38511,38329,0.016759
5.800000,38256,39038,38447,38536,0.016564
5.805000,38481,38956,38388,38480,0.016469
5.810000,38388,38953,38469,38483,0.016709
5.815000,38465,38911,38342,38493,0.016841
5.820000,38286,38831,38664,38659,0.016744
5.825000,38404,39073,38413,38402,0.016823
5.830000,38314,38878,38588,38703,0.016941
5.835000,38508,39051,38329,38348,0.016799
5.840000,38335,39083,38518,38427,0.017019
5.845000,38277,38759,38644,38804,0.016703
5.850000,38434,38993,38376,38579,0.017137
5.855000,38403,39026,38474,38405,0.016732
5.860000,38409,38910,38539,38648,0.016609
5.865000,38474,39146,38306,38370,0.016644
5.870000,38292,39000,38477,38464,0.016563
5.875000,38292,38980,38542,38508,0.016528
5.880000,38331,38874,38595,38625,0.016964
5.885000,38570,39096,38295,38385,0.016959
5.890000,38428,39041,38347,38368,0.017091
5.895000,38198,38858,38590,38722,0.016875
5.900000,38384,38929,38538,38559,0.016670
5.905000,38522,38936,38306,38645,0.016651
5.910000,38561,39017,38268,38402,0.016749
5.915000,38228,38915,38685,38587,0.016669
5.920000,38425,39113,38384,38436,0.016647
5.925000,38350,39045,38512,38433,0.016544
5.930000,38437,38905,38513,38616,0.017002
5.935000,38452,39141,38333,38355,0.017110
5.940000,38331,38918,38521,38466,0.017143
5.945000,38298,38755,38681,38699,0.016962
5.950000,38445,39224,38219,38295,0.017042
5.955000,38288,38777,38691,38736,0.016848
5.960000,38507,39007,38331,38497,0.016724
5.965000,38396,39163,38283,38274,0.016912
5.970000,38263,38915,38556,38586,0.016867
5.975000,38426,39010,38420,38544,0.016718
5.980000,38502,38944,38497,38562,0.016601
5.985000,38372,38918,38631,38635,0.016702
5.990000,38397,39059,38542,38511,0.016690
5.995000,38431,39144,38363,38267,0.016826
6.000000,38424,38874,38595,38624,0.016558
6.005000,38397,39126,38401,38451,0.016758
6.010000,38238,39063,38608,38378,0.016696
6.015000,38452,38856,38447,38606,0.017058
6.020000,38458,38999,38361,38592,0.018308
6.025000,38386,39127,38519,38425,0.016685
6.030000,38434,38979,38499,38525,0.016984
6.035000,38510,38965,38418,38636,0.016818
6.040000,38446,39185,38340,38386,0.016845
6.045000,38498,38923,38496,38505,0.016582
6.050000,38408,38925,38444,38664,0.016757
6.055000,38479,39115,38358,38396,0.016808
6.060000,38262,38756,38738,38714,0.016690
6.065000,38595,39047,38296,38545,0.016783
6.070000,38320,39208,38437,38373,0.017084
6.075000,38443,38953,38471,38570,0.016631
6.080000,38457,38968,38365,38507,0.016623
6.085000,38347,38928,38512,38631,0.016605
6.090000,38477,38859,38479,38504,0.016490
6.095000,38251,38893,38689,38603,0.016602
6.100000,38524,38985,38250,38595,0.016634
6.105000,38375,38827,38630,38673,0.016651
6.110000,38335,39008,38465,38554,0.016928
6.115000,38499,38949,38575,38447,0.016790
6.120000,38352,39050,38573,38556,0.017027
6.125000,38420,39012,38400,38587,0.016883
6.130000,38482,38936,38364,38626,0.017000
6.135000,38329,39031,38462,38411,0.016830
6.140000,38313,38690,38769,38812,0.016808
6.145000,38491,39295,38174,38259,0.016992
6.150000,38383,38729,38654,38736,0.017025
6.155000,38485,39081,38250,38359,0.016782
6.160000,38329,38880,38634,38537,0.016774
6.165000,38434,38842,38456,38626,0.016734
6.170000,38403,38901,38586,38637,0.016495
6.175000,38344,39047,38452,38466,0.016880
6.180000,38336,38949,38503,38556,0.016499
6.185000,38471,38895,38436,38476,0.017283
6.190000,38378,38879,38484,38660,0.016749
6.195000,38311,39263,38381,38191,0.016783
6.200000,38474,38672,38541,38908,0.016965
6.205000,38623,39121,38228,38300,0.016693
6.210000,38269,38939,38616,38616,0.016875
6.215000,38399,38895,38499,38648,0.016625
6.220000,38533,38947,38309,38598,0.016697
6.225000,38458,38909,38491,38463,0.016711
6.230000,38395,38987,38477,38573,0.016777
6.235000,38398,38950,38556,38641,0.016658
6.240000,38477,38931,38422,38571,0.016511
6.245000,38409,38951,38466,38495,0.016636
6.250000,38345,38842,38646,38693,0.018101
6.255000,38464,39017,38408,38508,0.016735
6.260000,38450,38939,38454,38497,0.016623
6.265000,38408,38794,38609,38766,0.016506
6.270000,38443,39085,38378,38517,0.016694
6.275000,38462,39023,38411,38499,0.016770
6.280000,38430,38805,38552,38678,0.016727
6.285000,38456,39048,38356,38534,0.016789
6.290000,38298,38934,38660,38683,0.016769
6.295000,38586,38961,38297,38558,0.016808
6.300000,38416,39124,38393,38320,0.016867
6.305000,38414,38826,38519,38682,0.016582
6.310000,38361,38930,38561,38506,0.018593
6.315000,38522,38880,38449,38595,0.016739
