time,PWM0,PWM1,PWM2,PWM3,ActivationTime
6.320000,38402,38977,38559,38423,0.016927
6.325000,38340,38999,38494,38497,0.016721
6.330000,38248,38808,38695,38854,0.017012
6.335000,38606,39039,38200,38337,0.016928
6.340000,38375,38876,38603,38687,0.016870
6.345000,38405,38996,38522,38532,0.016707
6.350000,38376,39085,38361,38523,0.016744
6.355000,38619,38754,38414,38784,0.017207
6.360000,38487,39176,38260,38282,0.016798
6.365000,38342,38748,38757,38723,0.016932
6.370000,38483,38979,38359,38646,0.016521
6.375000,38444,38940,38492,38491,0.016658
6.380000,38317,38978,38577,38554,0.016803
6.385000,38410,38898,38502,38556,0.017117
6.390000,38469,38980,38453,38436,0.016857
6.395000,38527,38897,38388,38638,0.017019
6.400000,38313,39115,38359,38480,0.016930
6.405000,38376,38815,38622,38593,0.016799
6.410000,38402,39109,38301,38387,0.016722
6.415000,38424,38809,38534,38697,0.016705
6.420000,38422,38918,38508,38519,0.016781
6.425000,38463,38743,38585,38655,0.016691
6.430000,38388,38963,38486,38762,0.016697
6.435000,38593,39163,38185,38199,0.016674
6.440000,38340,38707,38648,38799,0.016675
6.445000,38401,38864,38491,38747,0.016500
6.450000,38533,39153,38301,38350,0.016700
6.455000,38394,38869,38537,38572,0.016698
6.460000,38523,38952,38389,38509,0.016482
6.465000,38434,38878,38532,38598,0.016860
6.470000,38369,39052,38446,38424,0.016508
6.475000,38362,38991,38542,38499,0.016560
6.480000,38356,38895,38558,38656,0.017057
6.485000,38481,38924,38330,38607,0.016863
6.490000,38299,38730,38792,38775,0.016841
6.495000,38562,39027,38229,38501,0.016745
6.500000,38445,38946,38433,38408,0.016704
6.505000,38341,38954,38618,38496,0.016627
6.510000,38419,39062,38389,38540,0.017459
6.515000,38465,38876,38484,38560,0.016565
6.520000,38389,38848,38547,38749,0.016528
6.525000,38576,39004,38356,38512,0.016734
6.530000,38389,38824,38629,38612,0.016867
6.535000,38298,38956,38597,38737,0.016946
6.540000,38593,38998,38349,38447,0.016841
6.545000,38454,38956,38500,38572,0.016749
6.550000,38283,39069,38539,38459,0.016713
6.555000,38320,39031,38546,38527,0.016558
6.560000,38439,38859,38528,38531,0.016650
6.565000,38398,38936,38464,38610,0.016605
6.570000,38462,38834,38458,38675,0.016662
6.575000,38588,38865,38363,38548,0.016505
6.580000,38236,38907,38654,38692,0.016519
6.585000,38425,39001,38470,38445,0.016532
6.590000,38445,39085,38420,38517,0.016442
6.595000,38357,38959,38533,38526,0.016483
6.600000,38388,38890,38540,38607,0.018848
6.605000,38300,38839,38588,38745,0.016754
6.610000,38560,39015,38351,38461,0.016773
6.615000,38382,38873,38531,38604,0.017330
6.620000,38420,39059,38429,38477,0.016692
6.625000,38485,38985,38363,38486,0.016639
6.630000,38394,38942,38488,38581,0.016613
6.635000,38421,38944,38475,38505,0.017222
6.640000,38348,38859,38619,38655,0.016826
6.645000,38515,38910,38483,38598,0.016765
6.650000,38491,38879,38401,38556,0.016656
6.655000,38323,38993,38535,38590,0.016987
6.660000,38460,39035,38429,38366,0.016745
6.665000,38298,39007,38596,38447,0.016694
6.670000,38408,38819,38485,38720,0.016777
6.675000,38287,39040,38519,38459,0.016638
6.680000,38500,38792,38454,38549,0.016593
6.685000,38357,38919,38596,38574,0.016491
6.690000,38435,38763,38536,38717,0.016824
6.695000,38322,39116,38480,38417,0.016717
6.700000,38415,39002,38421,38507,0.016792
6.705000,38442,38956,38457,38446,0.016537
6.710000,38477,38857,38545,38624,0.016772
6.715000,38426,39002,38466,38440,0.016603
6.720000,38348,38865,38559,38709,0.016752
6.725000,38438,39061,38303,38477,0.016675
6.730000,38310,38923,38637,38593,0.017009
6.735000,38498,39018,38214,38480,0.016577
6.740000,38435,38806,38620,38600,0.016804
6.745000,38389,39114,38408,38435,0.016845
6.750000,38453,38964,38414,38588,0.016560
6.755000,38435,38915,38517,38516,0.016905
6.760000,38297,38893,38673,38638,0.016732
6.765000,38484,38897,38511,38565,0.016868
6.770000,38451,39105,38337,38458,0.016747
6.775000,38320,38858,38640,38625,0.016884
6.780000,38447,38893,38488,38611,0.016714
6.785000,38472,38851,38477,38622,0.016939
6.790000,38419,39070,38464,38423,0.016874
6.795000,38359,38903,38551,38594,0.016967
6.800000,38420,38901,38501,38597,0.016797
6.805000,38340,39060,38496,38371,0.016590
6.810000,38402,38724,38628,38854,0.016769
6.815000,38452,39048,38353,38512,0.016804
6.820000,38353,38753,38613,38797,0.016527
6.825000,38522,39003,38383,38469,0.016860
6.830000,38507,38968,38464,38445,0.016728
6.835000,38249,39198,38438,38327,0.016890
6.840000,38407,38693,38665,38785,0.016894
6.845000,38502,39024,38324,38480,0.016968
6.850000,38404,38820,38544,38763,0.016676
6.855000,38602,39021,38298,38319,0.016924
6.860000,38225,38897,38759,38552,0.016787
6.865000,38382,38906,38525,38599,0.016569
6.870000,38340,38988,38556,38577,0.016625
6.875000,38695,38858,38264,38629,0.016722
6.880000,38304,38989,38613,38507,0.016657
6.885000,38401,39110,38340,38341,0.016610
6.890000,38297,38861,38639,38710,0.016862
6.895000,38496,39013,38329,38509,0.016636
6.900000,38401,38907,38589,38553,0.017192
6.905000,38524,38924,38292,38538,0.016897
6.910000,38277,38667,38850,38817,0.016877
6.915000,38611,39098,38169,38489,0.016938
6.920000,38444,38876,38510,38553,0.017085
6.925000,38344,38956,38560,38574,0.016716
6.930000,38368,39002,38537,38519,0.016693
6.935000,38555,39004,38383,38506,0.016624
6.940000,38379,39020,38530,38428,0.016703
6.945000,38306,38935,38599,38601,0.016550
6.950000,38425,38963,38484,38513,0.016757
6.955000,38355,38925,38526,38547,0.016461
6.960000,38387,38901,38491,38782,0.016682
6.965000,38497,39118,38394,38410,0.016396
6.970000,38504,38847,38459,38576,0.016790
6.975000,38389,38894,38646,38678,0.016667
6.980000,38429,39072,38441,38389,0.016651
6.985000,38445,38905,38520,38532,0.016778
6.990000,38370,38822,38602,38813,0.016998
6.995000,38506,39108,38329,38477,0.016803
7.000000,38224,38959,38680,38501,0.017033
7.005000,38519,38904,38402,38592,0.016678
7.010000,38414,38882,38494,38564,0.016631
7.015000,38410,39081,38487,38403,0.016660
7.020000,38466,38865,38487,38582,0.016821
7.025000,38394,38910,38450,38572,0.016830
7.030000,38557,39023,38309,38479,0.017011
7.035000,38338,38951,38631,38530,0.016781
7.040000,38458,38851,38539,38634,0.016694
7.045000,38430,38935,38576,38659,0.016758
7.050000,38607,39129,38203,38396,0.016721
7.055000,38413,38955,38490,38462,0.016864
7.060000,38395,38838,38525,38703,0.016635
7.065000,38403,39047,38424,38474,0.016688
7.070000,38369,38919,38562,38648,0.016729
7.075000,38463,38915,38537,38571,0.016734
7.080000,38483,39059,38359,38447,0.016753
7.085000,38456,38787,38644,38735,0.016805
7.090000,38518,39065,38272,38407,0.016955
7.095000,38337,38935,38599,38487,0.016592
7.100000,38411,38825,38607,38719,0.016835
7.105000,38517,38982,38446,38396,0.017112
7.110000,38174,38993,38670,38548,0.016963
7.115000,38374,38811,38576,38740,0.016811
7.120000,38468,38979,38451,38539,0.016610
7.125000,38335,38988,38542,38582,0.016835
7.130000,38504,38889,38480,38521,0.016627
7.135000,38383,38874,38553,38654,0.016714
7.140000,38385,39098,38507,38373,0.016859
7.145000,38460,38918,38550,38522,0.016844
7.150000,38415,38908,38491,38664,0.017150
7.155000,38306,38914,38661,38682,0.016581
7.160000,38463,39072,38214,38389,0.016598
7.165000,38411,38916,38543,38465,0.016558
7.170000,38333,38773,38737,38637,0.017573
7.175000,38441,38919,38497,38651,0.016742
7.180000,38393,39221,38309,38298,0.022911
7.185000,38309,38749,38712,38848,0.016747
7.190000,38530,39085,38282,38474,0.016724
7.195000,38511,38816,38511,38608,0.016732
7.200000,38418,38976,38519,38488,0.016790
7.205000,38502,38865,38451,38707,0.016607
7.210000,38460,39198,38290,38252,0.016914
7.215000,38316,38686,38776,38827,0.016738
7.220000,38492,39085,38426,38379,0.016649
7.225000,38491,38914,38537,38732,0.016785
7.230000,38367,39092,38435,38371,0.016642
7.235000,38418,38878,38539,38556,0.017157
7.240000,38419,38957,38511,38522,0.016691
7.245000,38431,38986,38388,38583,0.016659
7.250000,38459,38851,38573,38544,0.016478
7.255000,38399,39116,38421,38346,0.016738
7.260000,38494,38717,38554,38884,0.016728
7.265000,38466,39134,38355,38395,0.017120
7.270000,38449,38881,38557,38515,0.017268
7.275000,38309,38919,38555,38649,0.016747
7.280000,38478,38871,38522,38588,0.016701
7.285000,38572,38720,38542,38676,0.017060
7.290000,38391,39066,38457,38633,0.016841
7.295000,38405,39129,38461,38327,0.017150
7.300000,38346,38795,38687,38860,0.016819
7.305000,38597,39060,38220,38456,0.017125
7.310000,38450,38823,38584,38624,0.016848
7.315000,38345,38980,38582,38516,0.016965
7.320000,38442,38946,38458,38530,0.016829
7.325000,38526,39142,38357,38333,0.016675
7.330000,38347,38915,38603,38674,0.016570
7.335000,38379,38837,38521,38691,0.016509
7.340000,38393,38977,38471,38621,0.016674
7.345000,38594,39071,38332,38185,0.016798
7.350000,38303,38724,38659,38740,0.017150
7.355000,38410,39145,38345,38363,0.016640
7.360000,38408,38669,38626,38899,0.016729
7.365000,38463,39176,38395,38258,0.016759
7.370000,38439,38845,38524,38727,0.016545
7.375000,38590,38817,38379,38733,0.016779
7.380000,38409,39105,38478,38307,0.016653
7.385000,38349,38838,38598,38729,0.016584
7.390000,38457,39015,38462,38555,0.016415
7.395000,38596,39073,38195,38561,0.016707
7.400000,38375,38794,38720,38590,0.016691
7.405000,38499,39013,38391,38415,0.016687
7.410000,38341,38915,38590,38542,0.016712
7.415000,38454,38947,38429,38567,0.016798
7.420000,38501,38900,38448,38558,0.016874
7.425000,38350,39035,38386,38376,0.016901
7.430000,38411,38730,38614,38720,0.016917
7.435000,38532,38988,38383,38575,0.016706
7.440000,38518,39065,38460,38265,0.016644
7.445000,38447,38828,38475,38704,0.016719
7.450000,38427,38980,38517,38627,0.016671
7.455000,38458,39061,38347,38331,0.016794
7.460000,38292,38833,38626,38648,0.016698
7.465000,38479,38824,38584,38701,0.018437
7.470000,38484,39079,38309,38419,0.016813
7.475000,38435,38934,38447,38576,0.017151
7.480000,38423,38708,38693,38806,0.016968
7.485000,38477,39123,38325,38275,0.016813
7.490000,38427,38845,38618,38690,0.016504
7.495000,38437,39055,38419,38467,0.016582
7.500000,38307,38889,38646,38706,0.016579
7.505000,38519,39060,38375,38386,0.016579
7.510000,38513,38795,38491,38593,0.016544
7.515000,38434,38839,38491,38743,0.016657
7.520000,38415,38994,38485,38441,0.016886
7.525000,38325,38936,38568,38653,0.016768
7.530000,38497,39023,38392,38346,0.016697
7.535000,38398,38665,38777,38963,0.016859
7.540000,38511,39327,38238,38133,0.016956
7.545000,38297,38773,38782,38652,0.016681
7.550000,38448,38932,38389,38650,0.016635
7.555000,38579,39045,38227,38455,0.016696
7.560000,38396,38954,38535,38422,0.016940
7.565000,38340,38927,38526,38603,0.016888
7.570000,38460,39022,38412,38518,0.016770
7.575000,38317,38761,38727,38767,0.016700
7.580000,38562,38904,38412,38439,0.016677
7.585000,38417,38931,38582,38548,0.016780
7.590000,38425,38946,38453,38625,0.016621
7.595000,38587,39051,38288,38460,0.016832
7.600000,38446,38965,38432,38493,0.017059
7.605000,38395,38936,38497,38598,0.016667
7.610000,38467,38842,38539,38596,0.016772
7.615000,38364,39082,38385,38390,0.016764
7.620000,38348,38818,38749,38643,0.016979
7.625000,38472,38879,38430,38657,0.016605
7.630000,38401,38985,38570,38557,0.016702
7.635000,38417,39056,38395,38441,0.016640
7.640000,38502,38886,38452,38569,0.016676
7.645000,38442,38859,38595,38577,0.016917
7.650000,38393,38935,38526,38629,0.016842
7.655000,38419,39021,38417,38393,0.016552
7.660000,38343,38810,38645,38557,0.016990
7.665000,38389,38931,38546,38772,0.016666
7.670000,38544,38917,38393,38584,0.016691
7.675000,38447,38952,38438,38517,0.016700
7.680000,38489,38969,38416,38424,0.016677
7.685000,38337,38780,38694,38781,0.016904
7.690000,38505,38890,38501,38583,0.016698
7.695000,38401,39006,38458,38595,0.016632
7.700000,38469,38908,38477,38479,0.016594
7.705000,38369,38999,38522,38495,0.016560
7.710000,38361,38859,38567,38794,0.016684
7.715000,38502,39014,38416,38464,0.016855
7.720000,38483,38964,38508,38390,0.016759
7.725000,38424,38898,38504,38540,0.016549
7.730000,38458,38899,38456,38701,0.016742
7.735000,38440,38823,38577,38729,0.018334
7.740000,38487,39092,38330,38478,0.016805
7.745000,38612,38867,38450,38489,0.016635
7.750000,38351,38899,38587,38565,0.016777
7.755000,38287,38967,38607,38539,0.018311
7.760000,38497,38870,38506,38680,0.016746
7.765000,38573,38887,38374,38665,0.016621
7.770000,38404,39122,38497,38254,0.016590
7.775000,38438,38810,38610,38658,0.016518
7.780000,38283,38991,38569,38556,0.016537
7.785000,38369,38794,38645,38840,0.016570
7.790000,38572,39091,38304,38476,0.016594
7.795000,38308,38857,38767,38737,0.016776
7.800000,38595,38954,38322,38513,0.017037
7.805000,38399,38853,38647,38681,0.017175
7.810000,38564,38934,38386,38508,0.016623
7.815000,38465,38867,38535,38534,0.016673
7.820000,38448,38899,38550,38616,0.016659
7.825000,38420,38958,38532,38503,0.016579
7.830000,38449,38986,38403,38408,0.016634
7.835000,38244,38837,38669,38759,0.016887
7.840000,38513,38820,38490,38754,0.016607
7.845000,38424,38909,38635,38512,0.016887
7.850000,38513,39052,38254,38581,0.016726
7.855000,38375,38990,38564,38537,0.016903
7.860000,38438,39007,38444,38418,0.016767
7.865000,38556,38826,38496,38484,0.017052
7.870000,38405,38867,38544,38697,0.016612
7.875000,38480,39078,38399,38331,0.016637
7.880000,38330,38835,38688,38667,0.016607
7.885000,38477,38975,38399,38671,0.016603
7.890000,38368,39154,38461,38387,0.017077
7.895000,38314,38780,38710,38802,0.016611
7.900000,38644,39069,38198,38438,0.016899
7.905000,38425,38902,38650,38512,0.016984
7.910000,38457,38943,38444,38577,0.017092
7.915000,38455,38981,38560,38423,0.016885
7.920000,38455,38841,38550,38690,0.016868
7.925000,38530,38907,38451,38622,0.016589
7.930000,38293,39064,38558,38386,0.016770
7.935000,38500,38800,38508,38703,0.016924
7.940000,38424,39027,38544,38457,0.016530
7.945000,38420,38870,38536,38772,0.016701
7.950000,38444,39006,38455,38464,0.017064
7.955000,38529,38922,38512,38595,0.016872
7.960000,38404,39099,38373,38484,0.016891
7.965000,38460,38775,38612,38545,0.016997
7.970000,38448,39129,38351,38392,0.016690
7.975000,38329,38792,38703,38709,0.016741
7.980000,38448,38813,38697,38709,0.016826
7.985000,38573,39199,38301,38356,0.016978
7.990000,38431,38974,38437,38557,0.016700
7.995000,38351,38838,38638,38742,0.017019
8.000000,38536,38914,38372,38465,0.016881
8.005000,38497,38924,38509,38528,0.016695
8.010000,38390,38828,38563,38676,0.016689
8.015000,38479,39098,38343,38368,0.016626
8.020000,38425,38882,38657,38582,0.016782
8.025000,38307,38866,38652,38836,0.016599
8.030000,38553,39190,38266,38184,0.018118
8.035000,38487,38682,38545,38861,0.016927
8.040000,38369,39029,38482,38452,0.016746
8.045000,38449,38936,38526,38511,0.018748
8.050000,38399,38828,38665,38694,0.016582
8.055000,38395,39053,38465,38695,0.016763
8.060000,38497,38853,38541,38667,0.016906
8.065000,38481,39095,38416,38401,0.016606
8.070000,38558,38850,38462,38537,0.017225
8.075000,38382,38879,38553,38569,0.016974
8.080000,38380,38773,38678,38681,0.016781
8.085000,38393,39022,38589,38576,0.016825
8.090000,38609,38865,38387,38670,0.016805
8.095000,38413,39073,38454,38450,0.016782
8.100000,38351,38821,38665,38619,0.016890
8.105000,38457,38953,38528,38434,0.016662
8.110000,38443,38903,38566,38559,0.016768
8.115000,38409,38963,38495,38613,0.016591
8.120000,38403,38981,38368,38603,0.016721
8.125000,38409,38783,38699,38543,0.016837
8.130000,38467,38805,38450,38665,0.016442
8.135000,38520,38882,38415,38598,0.016878
8.140000,38186,38836,38831,38737,0.016368
8.145000,38606,38938,38304,38587,0.016598
8.150000,38428,38889,38614,38537,0.016896
8.155000,38470,38943,38444,38531,0.016787
8.160000,38381,38902,38617,38651,0.016766
8.165000,38373,38969,38560,38470,0.017064
8.170000,38595,38885,38406,38523,0.016994
8.175000,38362,38943,38592,38616,0.016830
8.180000,38483,39030,38405,38500,0.016828
8.185000,38504,38860,38472,38588,0.016684
8.190000,38361,39020,38444,38511,0.016603
8.195000,38403,38829,38627,38709,0.017268
8.200000,38529,38969,38349,38423,0.016690
8.205000,38241,38799,38747,38759,0.017132
8.210000,38581,39021,38335,38429,0.017521
8.215000,38534,38798,38484,38651,0.016727
8.220000,38362,39098,38508,38398,0.016752
8.225000,38373,38912,38570,38658,0.016779
8.230000,38504,38931,38414,38477,0.016716
8.235000,38415,38833,38661,38683,0.016718
8.240000,38575,38909,38418,38501,0.016640
8.245000,38304,38933,38704,38617,0.017121
8.250000,38344,38909,38508,38635,0.016689
8.255000,38380,38874,38732,38645,0.016603
8.260000,38591,38782,38519,38612,0.016791
8.265000,38364,38978,38509,38592,0.016501
8.270000,38539,38871,38434,38596,0.016528
8.275000,38259,39000,38631,38683,0.016636
8.280000,38523,38906,38439,38515,0.016747
8.285000,38509,39024,38470,38468,0.017004
8.290000,38460,38986,38487,38501,0.017015
8.295000,38369,38906,38621,38640,0.017293
8.300000,38331,38767,38702,38776,0.016893
8.305000,38619,38913,38394,38495,0.016768
8.310000,38459,38858,38503,38665,0.016714
8.315000,38381,38849,38631,38639,0.016745
8.320000,38651,39020,38345,38469,0.016759
8.325000,38367,38906,38619,38730,0.017163
8.330000,38478,39018,38426,38509,0.018725
8.335000,38503,38862,38512,38612,0.017008
8.340000,38455,38984,38543,38560,0.016861
8.345000,38480,38845,38514,38711,0.017167
8.350000,38420,39016,38510,38469,0.017111
8.355000,38455,38956,38486,38488,0.017298
8.360000,38342,38822,38677,38731,0.016711
8.365000,38501,39096,38376,38352,0.016743
8.370000,38365,38769,38730,38730,0.016801
8.375000,38480,38910,38511,38622,0.016726
8.380000,38481,38749,38537,38706,0.016943
8.385000,38430,39022,38569,38405,0.016777
8.390000,38449,38904,38556,38663,0.016577
8.395000,38516,38994,38386,38503,0.016718
8.400000,38341,38962,38601,38451,0.016729
8.405000,38370,38786,38695,38866,0.016611
8.410000,38633,38983,38227,38569,0.016880
8.415000,38522,38986,38515,38457,0.017002
8.420000,38356,38758,38768,38709,0.017146
8.425000,38492,39062,38403,38483,0.017386
8.430000,38430,38963,38464,38607,0.016702
8.435000,38428,38858,38691,38645,0.016574
8.440000,38557,39084,38304,38420,0.016775
8.445000,38363,38909,38556,38570,0.017062
8.450000,38596,38963,38332,38378,0.016685
8.455000,38343,38895,38604,38666,0.016850
8.460000,38511,38862,38449,38713,0.016779
8.465000,38564,39107,38289,38417,0.016842
8.470000,38476,38840,38526,38498,0.017159
8.475000,38380,38936,38540,38550,0.017119
8.480000,38496,38962,38396,38463,0.016669
8.485000,38340,39035,38604,38433,0.016871
8.490000,38387,38735,38633,38672,0.016903
8.495000,38432,38850,38597,38765,0.016639
8.500000,38454,39054,38489,38491,0.016743
8.505000,38430,38803,38636,38768,0.016613
8.510000,38397,38963,38525,38567,0.016701
8.515000,38584,38838,38427,38568,0.016698
8.520000,38396,39042,38524,38296,0.016700
8.525000,38413,38834,38485,38821,0.016584
8.530000,38489,39038,38355,38368,0.016779
8.535000,38275,38852,38684,38728,0.016957
8.540000,38528,38925,38394,38603,0.016785
8.545000,38521,38864,38574,38623,0.017039
8.550000,38544,38941,38522,38559,0.016858
8.555000,38588,38901,38523,38560,0.016708
8.560000,38468,39019,38427,38533,0.016579
8.565000,38311,38863,38727,38691,0.016608
8.570000,38517,39141,38252,38360,0.016977
8.575000,38443,38841,38540,38745,0.016646
8.580000,38466,38774,38626,38717,0.016704
8.585000,38487,39071,38473,38379,0.016812
8.590000,38557,38963,38382,38443,0.016855
8.595000,38456,38810,38621,38573,0.016774
8.600000,38478,38868,38544,38730,0.016736
8.605000,38384,39014,38513,38516,0.016908
8.610000,38454,39041,38496,38512,0.016820
8.615000,38471,38775,38498,38813,0.016894
8.620000,38421,38962,38571,38414,0.018769
8.625000,38426,38805,38581,38723,0.017176
8.630000,38465,38921,38460,38563,0.016762
8.635000,38454,38901,38601,38560,0.016882
8.640000,38536,38923,38387,38665,0.016796
8.645000,38397,38861,38565,38697,0.016609
8.650000,38477,38999,38472,38570,0.016855
8.655000,38673,38994,38303,38340,0.016798
8.660000,38482,38784,38509,38517,0.017426
8.665000,38359,38749,38651,38852,0.017278
8.670000,38471,39002,38392,38554,0.017216
8.675000,38463,38886,38529,38658,0.016923
8.680000,38527,38899,38466,38615,0.017049
8.685000,38374,38959,38662,38574,0.016882
8.690000,38528,38958,38430,38514,0.016815
8.695000,38381,38904,38649,38539,0.016827
8.700000,38624,38894,38403,38541,0.016946
8.705000,38416,38911,38580,38649,0.017207
8.710000,38527,38845,38546,38613,0.017004
8.715000,38304,38931,38646,38683,0.016577
8.720000,38497,38907,38497,38513,0.017191
8.725000,38439,38938,38511,38664,0.016613
8.730000,38388,39022,38540,38511,0.016732
8.735000,38503,38961,38359,38475,0.016891
8.740000,38459,38852,38651,38555,0.017074
8.745000,38547,38916,38462,38498,0.016563
8.750000,38330,38832,38618,38771,0.016806
8.755000,38565,38885,38482,38647,0.017100
8.760000,38408,39103,38453,38487,0.016728
8.765000,38509,38780,38635,38643,0.016794
8.770000,38403,38868,38622,38684,0.017289
8.775000,38527,38951,38470,38626,0.016957
8.780000,38512,39137,38330,38374,0.016739
8.785000,38506,38727,38570,38710,0.016666
8.790000,38449,39020,38467,38534,0.016921
8.795000,38325,38756,38822,38693,0.017187
8.800000,38512,39082,38360,38532,0.016800
8.805000,38465,38878,38549,38563,0.017243
8.810000,38459,38890,38591,38565,0.016542
8.815000,38484,38774,38624,38760,0.016934
8.820000,38542,38977,38397,38488,0.016708
8.825000,38530,38904,38450,38650,0.016702
8.830000,38481,38952,38447,38491,0.016626
8.835000,38449,38797,38654,38658,0.016515
8.840000,38530,38886,38371,38707,0.016610
8.845000,38489,38920,38451,38517,0.016619
8.850000,38312,38885,38643,38730,0.016520
8.855000,38599,38862,38500,38588,0.016555
8.860000,38346,38982,38576,38606,0.016842
8.865000,38441,38967,38405,38533,0.016586
8.870000,38513,38822,38539,38565,0.016823
8.875000,38553,38959,38438,38505,0.016729
8.880000,38385,38933,38552,38647,0.016969
8.885000,38455,38784,38670,38770,0.016872
8.890000,38561,38989,38439,38522,0.016692
8.895000,38542,38923,38478,38438,0.017260
8.900000,38355,38866,38631,38605,0.017009
8.905000,38396,38872,38591,38722,0.020877
8.910000,38694,38925,38253,38629,0.016888
8.915000,38466,38981,38471,38520,0.016763
8.920000,38435,38984,38535,38518,0.016799
8.925000,38458,38758,38678,38675,0.016705
8.930000,38438,39017,38461,38487,0.016528
8.935000,38427,38930,38465,38515,0.016655
8.940000,38481,38563,38673,38910,0.016969
8.945000,38511,38914,38552,38458,0.016451
8.950000,38417,38968,38567,38656,0.016587
8.955000,38576,38927,38368,38586,0.016909
8.960000,38342,39038,38560,38646,0.016918
8.965000,38525,38813,38548,38617,0.017096
8.970000,38530,38908,38519,38534,0.016570
8.975000,38472,38877,38570,38693,0.016700
8.980000,38390,39228,38450,38177,0.016918
8.985000,38506,38714,38577,38754,0.016828
8.990000,38554,39013,38335,38524,0.016685
8.995000,38443,38913,38530,38623,0.016629
9.000000,38427,38729,38750,38792,0.016542
9.005000,38567,39145,38285,38475,0.016895
9.010000,38487,38998,38471,38485,0.016761
9.015000,38484,38922,38521,38613,0.016922
9.020000,38518,38777,38572,38728,0.017140
9.025000,38578,38966,38478,38392,0.016618
9.030000,38306,38908,38632,38744,0.016593
9.035000,38488,38995,38429,38389,0.016843
9.040000,38467,38710,38677,38876,0.017117
9.045000,38547,39058,38376,38413,0.016831
9.050000,38395,38820,38630,38800,0.017191
9.055000,38504,38996,38465,38427,0.016619
9.060000,38475,38715,38620,38761,0.016621
9.065000,38469,39042,38365,38463,0.017109
9.070000,38433,38713,38733,38678,0.016993
9.075000,38429,38917,38553,38674,0.016895
9.080000,38507,39023,38372,38464,0.016880
9.085000,38450,38835,38601,38607,0.016643
9.090000,38430,38768,38695,38800,0.016726
9.095000,38654,38984,38312,38440,0.016687
9.100000,38423,38919,38591,38530,0.016606
9.105000,38420,38778,38573,38695,0.016767
9.110000,38473,38937,38566,38667,0.016952
9.115000,38427,39011,38502,38561,0.017136
9.120000,38560,38841,38474,38623,0.017008
9.125000,38361,38860,38657,38501,0.016640
9.130000,38568,38897,38426,38475,0.016616
9.135000,38225,39064,38653,38462,0.017297
9.140000,38445,38678,38656,38864,0.016731
9.145000,38540,39033,38362,38566,0.016525
9.150000,38431,38857,38528,38606,0.016690
9.155000,38589,38845,38414,38559,0.016480
9.160000,38334,38907,38621,38645,0.016933
9.165000,38516,39000,38453,38384,0.016667
9.170000,38347,38903,38588,38705,0.016694
9.175000,38545,38849,38591,38563,0.016757
9.180000,38498,38970,38500,38478,0.017016
9.185000,38459,38842,38514,38630,0.016484
9.190000,38422,38924,38494,38616,0.016907
9.195000,38501,38704,38594,38843,0.019065
9.200000,38462,39001,38549,38432,0.017124
9.205000,38404,39019,38534,38591,0.017075
9.210000,38344,38976,38636,38539,0.017122
9.215000,38613,38822,38423,38670,0.016839
9.220000,38349,38813,38716,38773,0.016751
9.225000,38639,39058,38325,38336,0.016731
9.230000,38399,38891,38575,38573,0.016855
9.235000,38438,38731,38587,38958,0.016776
9.240000,38515,39148,38360,38138,0.016715
9.245000,38389,38795,38618,38681,0.016627
9.250000,38545,38878,38446,38578,0.016682
9.255000,38344,38853,38729,38601,0.016708
9.260000,38462,38909,38542,38621,0.016486
9.265000,38535,38846,38466,38636,0.016771
9.270000,38366,38996,38659,38442,0.016819
9.275000,38446,38798,38601,38790,0.016584
9.280000,38527,38853,38552,38604,0.016824
9.285000,38423,39025,38473,38373,0.016606
9.290000,38396,38824,38593,38696,0.016584
9.295000,38410,38804,38581,38791,0.017169
9.300000,38483,38975,38511,38457,0.016714
9.305000,38513,38904,38449,38743,0.016991
9.310000,38546,38955,38387,38530,0.016706
9.315000,38451,38974,38589,38454,0.016648
9.320000,38598,38931,38334,38532,0.017021
9.325000,38541,38955,38420,38482,0.016731
9.330000,38367,38997,38603,38400,0.016674
9.335000,38406,38832,38555,38705,0.016558
9.340000,38455,38930,38480,38618,0.016593
9.345000,38477,38867,38600,38579,0.016733
9.350000,38562,38936,38411,38552,0.016652
9.355000,38361,39082,38527,38582,0.016577
9.360000,38504,38893,38466,38597,0.016515
9.365000,38514,38992,38444,38376,0.016574
9.370000,38341,38774,38740,38652,0.016826
9.375000,38540,38948,38422,38561,0.016444
9.380000,38449,38816,38605,38681,0.016551
9.385000,38456,38987,38557,38615,0.016658
9.390000,38473,39006,38496,38483,0.016586
9.395000,38478,38839,38517,38649,0.016586
9.400000,38460,38927,38506,38576,0.016648
9.405000,38483,39021,38575,38379,0.016721
9.410000,38516,38846,38488,38711,0.016652
9.415000,38486,38961,38522,38469,0.016683
9.420000,38479,38899,38541,38721,0.016802
9.425000,38429,39053,38543,38430,0.016676
9.430000,38385,38871,38531,38750,0.016754
9.435000,38528,39005,38529,38406,0.016626
9.440000,38483,38865,38580,38657,0.016661
9.445000,38494,38784,38536,38911,0.016952
9.450000,38634,39075,38332,38323,0.016755
9.455000,38538,38871,38547,38538,0.016727
9.460000,38339,39065,38558,38426,0.016583
9.465000,38505,38810,38517,38806,0.016756
9.470000,38488,39012,38461,38512,0.016574
9.475000,38500,38985,38520,38416,0.016609
9.480000,38377,38776,38691,38741,0.018429
9.485000,38434,39005,38601,38497,0.016811
9.490000,38437,39018,38465,38575,0.016651
