0.000000000000000000e+00,-2.988196909427642822e-02
1.000000000000000021e-02,-1.149418428540229797e-01
2.000000000000000042e-02,-1.304782181978225708e-01
2.999999999999999889e-02,-1.487835794687271118e-01
4.000000000000000083e-02,-1.448375433683395386e-01
5.000000000000000278e-02,-1.416295021772384644e-01
5.999999999999999778e-02,-1.343903392553329468e-01
7.000000000000000666e-02,-1.263814568519592285e-01
8.000000000000000167e-02,-1.096246019005775452e-01
8.999999999999999667e-02,-1.087542548775672913e-01
1.000000000000000056e-01,-1.042771711945533752e-01
1.100000000000000006e-01,-8.588071912527084351e-02
1.199999999999999956e-01,-7.748274505138397217e-02
1.300000000000000044e-01,-7.551460713148117065e-02
1.400000000000000133e-01,-6.904709339141845703e-02
1.499999999999999944e-01,-6.694757193326950073e-02
1.600000000000000033e-01,-5.874613299965858459e-02
1.700000000000000122e-01,-5.818887799978256226e-02
1.799999999999999933e-01,-3.930887952446937561e-02
1.900000000000000022e-01,-3.227233886718750000e-02
2.000000000000000111e-01,-3.807422518730163574e-02
2.099999999999999922e-01,-3.200254589319229126e-02
2.200000000000000011e-01,-2.252419479191303253e-02
2.300000000000000100e-01,-2.664813026785850525e-02
2.399999999999999911e-01,-2.628194354474544525e-02
2.500000000000000000e-01,-1.660412922501564026e-02
2.600000000000000089e-01,-1.294538471847772598e-02
2.700000000000000178e-01,-4.117545206099748611e-03
2.800000000000000266e-01,-1.322276238352060318e-02
2.899999999999999800e-01,-1.278739795088768005e-02
2.999999999999999889e-01,-8.445746265351772308e-03
3.099999999999999978e-01,4.813685547560453415e-03
3.200000000000000067e-01,-9.974230080842971802e-03
3.300000000000000155e-01,1.100057736039161682e-02
3.400000000000000244e-01,-3.367544850334525108e-03
3.500000000000000333e-01,2.933291532099246979e-02
3.599999999999999867e-01,7.732215803116559982e-03
3.699999999999999956e-01,4.984612576663494110e-03
3.800000000000000044e-01,1.736513897776603699e-02
3.900000000000000133e-01,1.366541441529989243e-02
4.000000000000000222e-01,3.329209238290786743e-02
4.100000000000000311e-01,1.180137880146503448e-02
4.199999999999999845e-01,3.983285650610923767e-02
4.299999999999999933e-01,5.032510496675968170e-03
4.400000000000000022e-01,2.429888211190700531e-02
4.500000000000000111e-01,4.222031310200691223e-02
4.600000000000000200e-01,4.199640080332756042e-02
4.700000000000000289e-01,3.891285881400108337e-02
4.799999999999999822e-01,5.323846638202667236e-02
4.899999999999999911e-01,1.670246198773384094e-02
5.000000000000000000e-01,3.408080711960792542e-02
5.100000000000000089e-01,4.559482634067535400e-02
5.200000000000000178e-01,5.713398009538650513e-02
5.300000000000000266e-01,5.274061858654022217e-02
5.400000000000000355e-01,6.159703060984611511e-02
5.500000000000000444e-01,4.786055907607078552e-02
5.600000000000000533e-01,4.681189730763435364e-02
5.700000000000000622e-01,5.207246541976928711e-02
5.799999999999999600e-01,6.466102600097656250e-02
5.899999999999999689e-01,5.684714019298553467e-02
5.999999999999999778e-01,5.860272794961929321e-02
6.099999999999999867e-01,5.274939909577369690e-02
6.199999999999999956e-01,5.849327892065048218e-02
6.300000000000000044e-01,6.372246891260147095e-02
6.400000000000000133e-01,6.040274351835250854e-02
6.500000000000000222e-01,5.213393270969390869e-02
6.600000000000000311e-01,6.083845347166061401e-02
6.700000000000000400e-01,7.016285508871078491e-02
6.800000000000000488e-01,6.608159095048904419e-02
6.900000000000000577e-01,5.331483110785484314e-02
7.000000000000000666e-01,5.014482513070106506e-02
7.099999999999999645e-01,5.780405923724174500e-02
7.199999999999999734e-01,6.680357456207275391e-02
7.299999999999999822e-01,4.177970066666603088e-02
7.399999999999999911e-01,7.226354628801345825e-02
7.500000000000000000e-01,5.578390136361122131e-02
7.600000000000000089e-01,7.481601089239120483e-02
7.700000000000000178e-01,6.140822172164916992e-02
7.800000000000000266e-01,6.021280214190483093e-02
7.900000000000000355e-01,5.397787690162658691e-02
8.000000000000000444e-01,6.152405589818954468e-02
8.100000000000000533e-01,6.283959001302719116e-02
8.200000000000000622e-01,4.937358200550079346e-02
8.300000000000000711e-01,6.527538597583770752e-02
8.399999999999999689e-01,5.865607783198356628e-02
8.499999999999999778e-01,5.982851982116699219e-02
8.599999999999999867e-01,5.731079727411270142e-02
8.699999999999999956e-01,6.625732779502868652e-02
8.800000000000000044e-01,4.777616634964942932e-02
8.900000000000000133e-01,4.363567754626274109e-02
9.000000000000000222e-01,5.621841177344322205e-02
9.100000000000000311e-01,4.637345299124717712e-02
9.200000000000000400e-01,5.026026442646980286e-02
9.300000000000000488e-01,5.308980867266654968e-02
9.400000000000000577e-01,4.665933176875114441e-02
9.500000000000000666e-01,5.238104984164237976e-02
9.599999999999999645e-01,5.105527117848396301e-02
9.699999999999999734e-01,3.253631666302680969e-02
9.799999999999999822e-01,5.580436438322067261e-02
9.899999999999999911e-01,4.913135990500450134e-02
1.000000000000000000e+00,3.944794461131095886e-02
1.010000000000000009e+00,4.610367864370346069e-02
1.020000000000000018e+00,4.399656504392623901e-02
1.030000000000000027e+00,1.929596066474914551e-02
1.040000000000000036e+00,4.387410730123519897e-02
1.050000000000000044e+00,2.201270870864391327e-02
1.060000000000000053e+00,3.969267010688781738e-02
1.070000000000000062e+00,4.272792860865592957e-02
1.080000000000000071e+00,4.076083377003669739e-02
1.090000000000000080e+00,4.820271208882331848e-02
1.100000000000000089e+00,2.867639809846878052e-02
1.110000000000000098e+00,2.300491556525230408e-02
1.120000000000000107e+00,3.541552647948265076e-02
1.130000000000000115e+00,3.361080586910247803e-02
1.140000000000000124e+00,2.587767690420150757e-02
1.150000000000000133e+00,2.374412119388580322e-02
1.159999999999999920e+00,3.077376633882522583e-02
1.169999999999999929e+00,3.716376423835754395e-02
1.179999999999999938e+00,3.176513314247131348e-02
1.189999999999999947e+00,2.723286673426628113e-02
1.199999999999999956e+00,2.390937693417072296e-02
1.209999999999999964e+00,1.818567886948585510e-02
1.219999999999999973e+00,2.006446197628974915e-02
1.229999999999999982e+00,2.665344253182411194e-02
1.239999999999999991e+00,1.944791339337825775e-02
1.250000000000000000e+00,3.393568471074104309e-02
1.260000000000000009e+00,1.493745297193527222e-02
1.270000000000000018e+00,1.425527222454547882e-02
1.280000000000000027e+00,1.163240987807512283e-02
1.290000000000000036e+00,9.555234573781490326e-03
1.300000000000000044e+00,2.040710672736167908e-02
1.310000000000000053e+00,1.345488894730806351e-02
1.320000000000000062e+00,1.798777654767036438e-02
1.330000000000000071e+00,7.818547077476978302e-03
1.340000000000000080e+00,1.551195606589317322e-02
1.350000000000000089e+00,6.479209754616022110e-03
1.360000000000000098e+00,4.163696430623531342e-03
1.370000000000000107e+00,-9.835109813138842583e-04
1.380000000000000115e+00,2.117700874805450439e-03
1.390000000000000124e+00,8.120669052004814148e-03
1.400000000000000133e+00,-3.385290969163179398e-03
1.409999999999999920e+00,-1.344051095657050610e-03
1.419999999999999929e+00,-3.593006636947393417e-03
1.429999999999999938e+00,7.221532985568046570e-03
1.439999999999999947e+00,-7.695182226598262787e-03
1.449999999999999956e+00,1.392777543514966965e-02
1.459999999999999964e+00,-2.670026384294033051e-03
1.469999999999999973e+00,-4.731946159154176712e-03
1.479999999999999982e+00,-1.720647886395454407e-02
1.489999999999999991e+00,-1.280513498932123184e-02
1.500000000000000000e+00,6.748227751813828945e-04
1.510000000000000009e+00,-9.620095603168010712e-03
1.520000000000000018e+00,-9.498804807662963867e-03
1.530000000000000027e+00,-1.925902441143989563e-02
1.540000000000000036e+00,-7.610133849084377289e-03
1.550000000000000044e+00,-5.394568201154470444e-03
1.560000000000000053e+00,-1.086158119142055511e-02
1.570000000000000062e+00,-2.437625452876091003e-02
1.580000000000000071e+00,-2.827615663409233093e-02
1.590000000000000080e+00,-1.105611771345138550e-02
1.600000000000000089e+00,-3.518674522638320923e-02
1.610000000000000098e+00,-2.418501675128936768e-02
1.620000000000000107e+00,-1.049383357167243958e-02
1.630000000000000115e+00,-3.198414668440818787e-02
1.640000000000000124e+00,-8.936464786529541016e-03
1.650000000000000133e+00,-2.545996755361557007e-02
1.660000000000000142e+00,-2.751732803881168365e-02
1.669999999999999929e+00,-3.674692660570144653e-02
1.679999999999999938e+00,-2.962068840861320496e-02
1.689999999999999947e+00,-1.595570705831050873e-02
1.699999999999999956e+00,-1.491938065737485886e-02
1.709999999999999964e+00,-3.826580569148063660e-02
1.719999999999999973e+00,-3.759819641709327698e-02
1.729999999999999982e+00,-3.334428742527961731e-02
1.739999999999999991e+00,-3.762208297848701477e-02
